gene;004 Control R_2016_10_19;008 Control R_2016_10_20;
LOC108349479;6.20086528162765E-07;3.07168156615445E-07;
LOC102556098;1.93293805537021E-07;7.13841490726035E-08;
LOC103690072;0;0;
LOC103690913;0;0;
Vom2r2;0;0;
LOC103690914;3.57722402780514E-07;2.37081901162343E-07;
LOC102556463;1.60820446206801E-07;1.43200929351707E-07;
Vom2r4;0;0;
Vom2r6;0;0;
Vom2r5;0;0;
Raet1e;3.81433109593055E-08;6.70578370075972E-08;
LOC102547056;0;0;
LOC108348301;5.36068154022673E-08;0;
LOC100913013;0;0;
LOC679873;0;0;
Rrlt;0;1.29789361950188E-07;
Raet1c;0;1.01235702321146E-07;
Raet1d;0;0;
LOC683850;0;0;
LOC103690937;3.82412464874443E-06;7.41140519856225E-06;
LOC100910848;2.41230669310202E-07;0;
Lrp11;0.0000044019442647631;5.34083224425024E-06;
Pcmt1;6.35704667650156E-06;8.08544461829022E-06;
Nup43;2.03448173454566E-06;1.05215909420952E-06;
Lats1;0.0000229096972823958;0.000017627558508868;
Katna1;8.76265251767831E-07;9.56980228779388E-07;
Ginm1;0.0000031911518668792;3.10932048112001E-06;
Ppil4;1.89015569307802E-06;1.66909119467942E-06;
Zc3h12d;1.72160349464973E-07;2.11989291185307E-08;
Tab2;0.0000873461202962174;0.0000465061241739914;
LOC108349482;2.17004512349562E-07;3.37452341070489E-08;
Ust;2.81590415906333E-06;2.04894139398697E-06;
Sash1;0.0000531341476164607;0.0000239011436343336;
Samd5;1.30202707409737E-06;1.68423328690694E-06;
RGD1560633;3.92257562703129E-07;8.8256766126128E-08;
Stxbp5;1.90613464766908E-06;5.36246380457527E-06;
Adgb;2.36488527947694E-06;6.44620497685935E-08;
Rab32;3.47877304951828E-06;0.0000012468431371348;
Grm1;1.81953902278849E-07;3.01284372207037E-06;
Shprh;0.0000055725315510953;7.14144332570585E-06;
Fbxo30;0.0000104254946954447;9.62561171343246E-06;
Epm2a;4.59266081955963E-07;2.53089255802867E-07;
Utrn;2.86281012254031E-06;1.04826541335102E-06;
Stx11;2.99064175926879E-06;6.6192574594596E-07;
Sf3b5;0.0000544567926964821;0.0000403575694672045;
Plagl1;0.0000126311058791592;0.0000102291322465008;
Zc2hc1b;0;0;
Ltv1;3.82103194785584E-06;1.61414703145384E-06;
Phactr2;6.04674568734613E-06;3.43465914840848E-06;
Fuca2;7.50237690557693E-06;6.64997427512114E-06;
Pex3;3.60608923609867E-06;3.13008677903204E-06;
Adat2;1.66490397835887E-07;1.95549305338283E-07;
Aig1;8.47760858577971E-06;6.77240890656082E-06;
Hivep2;0.000102706534709559;0.000192860069758675;
Adgrg6;9.40748065294981E-06;0.000003793743049804;
Vta1;0.0000110079533627963;9.32493302491452E-06;
Gje1;0;0;
Nmbr;3.19579091821209E-08;3.01976582137438E-07;
LOC108349829;0;0;
LOC100909392;1.87623853907935E-06;1.61457966266034E-06;
Ect2l;4.81430438324208E-07;5.7972581671084E-08;
LOC310926;0.0000174722136701024;0.0000603710890799235;
LOC100909599;0;2.16315603250313E-07;
Mcc;7.01012201414264E-08;4.11432277382096E-07;
Cited2;0.0000195850438271591;0.0000163846090525917;
LOC102554594;0;0;
Txlnb;4.16999169811867E-07;3.69467050351535E-07;
Heca;0.0000137166438910551;0.0000140449394878363;
Abracl;4.55709475934082E-06;3.18978988552912E-06;
Reps1;7.07042968147019E-06;6.59027116862406E-06;
NEWGENE_2319083;5.14934697950625E-07;8.95546597456299E-08;
Ccdc28a;9.84509782868563E-08;1.48825135036215E-07;
Nhsl1;0.0000467111233210025;0.0000556065216027321;
Hebp2;2.67003176715139E-07;7.6575723550611E-08;
Arfgef3;2.80765695669375E-06;0.0000201956573506557;
LOC103690074;2.55147823308868E-07;9.62604434463896E-07;
RGD1560303;0;0;
LOC108349495;0;0;
Perp;1.02574579471646E-07;4.93199575410715E-08;
Tnfaip3;0.0000233607161619822;2.35351376336341E-06;
Olig3;0;0;
LOC365055;0;0;
Ifngr1;0.0000351789571575898;0.0000202981909465964;
Il22ra2;0;0;
Il20ra;0;0;
Slc35d3;1.07213630804534E-07;3.26074140339522E-06;
Pex7;3.12878239895925E-07;2.09393503946303E-07;
LOC102547604;1.07058995760105E-06;9.60441278431393E-07;
Map3k5;5.51531658465634E-08;3.59949163808522E-07;
Map7;1.59377185792125E-06;2.04028876985695E-06;
Bclaf1;0.000016436158872424;0.0000183794715457661;
Mtfr2;1.21440054892059E-06;3.49566014852507E-07;
Pde7b;5.87613168832545E-08;2.68231348030389E-08;
Ahi1;3.01538336637753E-06;0.0000121759726757536;
RGD1560020_predicted;3.22723337724611E-06;2.15017709630811E-07;
Hbs1l;0.0000023411745726644;2.22112861417422E-06;
Aldh8a1;0;0;
LOC108349727;0;0;
LOC108349003;0;0;
Themis;0;0;
Ptprk;3.08703093696325E-06;3.30357189283879E-06;
LOC103690149;8.26782037550353E-07;0.0000020000540676524;
Lama2;2.60817774937954E-07;1.90357730860276E-08;
Arhgap18;3.53031806432816E-06;6.67982582836969E-07;
LOC102554576;2.75765829232817E-07;3.43076546754997E-07;
L3mbtl3;2.21385838608402E-06;7.09515178661029E-07;
Samd3;3.19579091821209E-08;0;
Tmem200a;2.19736398134486E-06;0.0000082048508312844;
RGD1559962;1.50923803363306E-06;9.27561306737345E-07;
Smlr1;0;0;
Epb41l2;0.0000176051998083119;7.05967602767724E-06;
Akap7;9.11315861838544E-07;0.0000016569775208974;
LOC100364016;0.0000111254759965628;0.0000029665521829748;
Arg1;0;2.66500823204386E-07;
Med23;1.88345484115273E-06;1.33899358411944E-06;
Enpp3;4.35039924995323E-07;5.1050482367074E-08;
Enpp1;4.27823622921941E-08;0;
Ctgf;4.79317092717003E-06;7.80466696527132E-07;
Moxd1;0;0;
Stx7;2.30612396259369E-06;3.32477082195732E-06;
Taar9;0;0;
Taar8c;0;0;
Taar8a;1.8556205331554E-07;0;
LOC108348200;1.27831636728483E-07;0;
LOC108349728;0;0;
Taar7h;0;0;
Taar7g;0;0;
Taar7e;0;0;
Taar7d;0;0;
Taar7c;0;0;
Taar7b;0;0;
Taar7a;0;0;
Taar6;0;0;
Taar5;0;0;
Taar4;0;0;
Taar3;0;0;
Taar2;0;0;
Taar1;0;0;
Vnn1;0;3.11494468680451E-08;
Vnn3;0;0;
LOC108349832;0;0;
Slc18b1;1.46903292208136E-07;3.87204929818061E-07;
Rps12;1.90304194678048E-06;1.74393639340402E-06;
Eya4;1.55665944725814E-07;4.23978582370615E-08;
LOC103690935;1.65974947687789E-07;0;
LOC100910446;2.35766897740356E-06;3.49090120525356E-06;
Taar8b;0;0;
Tcf21;0;0;
Tbpl1;2.77209089647493E-06;3.40697075119244E-06;
Slc2a12;0.0000174304622081064;2.31500958598485E-06;
Sgk1;4.79884087879912E-07;2.45431683447806E-06;
LOC100365542;0;0;
LOC501467;0;0;
LOC679711;1.44326041467642E-08;0;
Clvs2;8.65956248805856E-07;5.74880347198033E-06;
Trdn;0;0;
LOC102551716;1.07213630804534E-07;2.66154718239186E-06;
LOC108349071;0;0;
Rnf217;0.000003999377699098;2.77057024643001E-06;
Tpd52l1;1.00512778879251E-07;1.40994510198554E-06;
Hddc2;1.32109872957703E-06;1.01538544165697E-06;
Hey2;4.34215204758365E-06;2.17094339422014E-06;
Ncoa7;7.74824662622002E-06;0.000016946596989836;
Hint3;3.14424590340221E-06;2.15320551475362E-06;
Trmt11;1.88139304056034E-07;1.22867262646178E-07;
Cenpw;2.06695509387588E-07;5.62420568450815E-08;
Rspo3;0;4.18787007892607E-07;
Rnf146;0.0000198855512635006;0.0000275027984284513;
Echdc1;6.85961057089782E-06;7.67487760332113E-06;
LOC108349506;0;4.45610142695646E-08;
Soga3;0.0000157980315890777;0.0000307851713921716;
Mrpl36;4.23700021737151E-06;5.05140196710132E-06;
LOC100912599;7.52557216224137E-08;2.05067191881297E-07;
RGD1311933;0;0;
LOC100911237;0;3.02841844550439E-08;
Lrrc14b;1.28862537024681E-07;1.18973581787672E-07;
Ccdc127;0.0000103239510162693;0.0000117740582849145;
Sdha;0.0000241967763021984;0.0000214649973105286;
Pdcd6;3.66742780372242E-06;3.96939131964325E-06;
Ahrr;1.35563388949964E-07;5.48576369842795E-07;
LOC102548594;2.1391181146097E-07;1.90357730860276E-07;
Exoc3;0.0000253586009360129;0.0000315881349114368;
Slc9a3;0;0;
Cep72;2.94322034564371E-07;6.05683689100878E-08;
Tppp;3.60351198535818E-06;0.0000108901927300337;
Zdhhc11;0;3.41346021928995E-07;
Brd9;1.07058995760105E-06;3.48700752439505E-07;
Trip13;7.78329723629073E-08;9.34483406041355E-08;
Nkd2;8.40699191549019E-07;1.46835031486313E-06;
Slc12a7;5.40964930429611E-06;9.00305540727805E-07;
Slc6a19;0;0;
Slc6a18;0;0;
Tert;7.99463179701121E-07;3.05437631789443E-07;
Clptm1l;0.0000140150895268043;0.0000124160829953615;
Slc6a3;0;0;
Lpcat1;2.49735596753831E-06;2.02860772728144E-06;
LOC100910528;5.17460403676309E-06;4.86493791709955E-06;
LOC679739;0;1.53584078307722E-07;
Irx4;0;0;
Irx2;9.63891776944614E-08;0;
Irx1;8.89151505470299E-07;8.85596079706784E-07;
Adamts16;6.39158183642418E-08;3.2447340487547E-08;
Ice1;0.000057604646750921;0.0000643417782931863;
Med10;2.89837618275912E-06;2.19949705384919E-06;
Ube2ql1;0.0000121739015977956;0.0000653415890114092;
Nsun2;0.0000041581363447124;2.86445121824065E-06;
Srd5a1;1.10409421722746E-06;1.69202064862395E-06;
Papd7;2.50766497050029E-06;1.14084849154215E-06;
Adcy2;0.0000122584354220838;0.000011406321759389;
RGD1308544;5.15965598246822E-07;6.00924745829371E-07;
Fastkd3;5.38026864585448E-06;0.0000088935997120334;
Mtrr;4.20710410878178E-06;2.06494874862749E-06;
LOC680200;0.00000112780492404;4.66376440607676E-07;
LOC108349511;9.45851021761158E-07;5.39058483299781E-07;
LOC102547287;3.86072160925944E-06;4.97093256269221E-06;
LOC102549842;3.87051516207332E-06;2.58151040918924E-06;
Zfp748;3.24475868228146E-06;2.71000187751993E-06;
RGD1564382;5.56686159946622E-08;5.18292185387751E-07;
LOC102551340;4.81069623220539E-06;4.28261631314971E-06;
LOC688839;2.21643563682451E-08;1.22867262646178E-07;
LOC102552482;1.09275431396929E-07;0;
LOC108349516;1.12110407211472E-06;3.42643915548497E-07;
LOC108349732;0;0;
LOC102555832;0;0;
Ppp1r14c;9.19563064208123E-07;2.11643186220107E-06;
Iyd;0;0;
Plekhg1;0.0000131903692898463;0.0000119760970583503;
Mthfd1l;1.39686990134754E-07;5.59392150005311E-07;
Akap12;0.00018273171655233;0.0000454323335194569;
Zbtb2;6.93280449192784E-06;5.85306759274699E-06;
Rmnd1;3.51743181062569E-06;7.45899463127732E-06;
Armt1;3.01744516696993E-06;3.19498146000713E-06;
Ccdc170;2.45354270494992E-06;7.57969873789099E-07;
Esr1;0;0;
Syne1;0.0000193788637679196;0.0000040727901779969;
LOC103690962;3.26846938909401E-06;5.42519532951787E-07;
Myct1;0;0;
Vip;2.9896108589726E-08;4.93632206617216E-07;
Fbxo5;6.37096383050023E-07;7.06054129009024E-07;
Mtrf1l;1.56181394873913E-07;1.14214638516165E-07;
Rgs17;5.28851851949291E-07;2.03985613865045E-06;
Oprm1;3.58753303076712E-07;1.46186084676562E-06;
Ipcef1;1.27831636728483E-07;3.3788497227699E-07;
Cnksr3;3.90298852140354E-06;1.75345427994704E-06;
Scaf8;0.0000279353362263584;0.0000221511504040386;
Tiam2;1.31233607705935E-06;3.15215097056357E-06;
Tfb1m;5.05141145136749E-07;1.95981936544784E-06;
Cldn20;4.77822287287517E-07;2.59146092693875E-07;
Nox3;0;1.06427276799154E-07;
Arid1b;0.0000388458695111641;0.0000398198088775242;
Tmem242;9.61829976352219E-07;6.92642561607504E-07;
Ldhal6b;7.3915551237357E-07;2.16315603250313E-08;
Zdhhc14;1.58397830510737E-06;3.12619309817353E-06;
Snx9;7.19516861731009E-06;5.52383524460001E-06;
Synj2;1.99530752329016E-06;0.0000011763242504752;
Serac1;2.39684318865906E-07;8.73482405924767E-07;
Gtf2h5;7.04156447317667E-06;0.0000102827785161069;
Tulp4;0.0000372170470431721;0.0000452450042070421;
Tmem181;2.03757443543425E-06;4.29040367486672E-06;
Dynlt1;5.81376222040551E-06;3.50128435420957E-06;
Sytl3;1.3298613820947E-07;0;
Ezr;0.0000470291560623795;0.0000231829758315426;
Rsph3;2.02881178291657E-06;8.50985583186734E-07;
Tagap;3.45557779285384E-06;7.59700398615102E-07;
RGD1560015;0.000213121110933787;0.000487715109605907;
Fndc1;0.0000134790213727816;1.11618851277161E-06;
Sod2;0.0000230344362182357;6.45831865064136E-06;
Wtap;6.52559887492984E-06;6.47735442372739E-06;
Acat2;2.23602274245226E-06;5.81240025933593E-06;
Acat2l1;0.0000025854979428632;0.0000052413270667551;
Tcp1;3.40145552730348E-06;3.32779924040282E-06;
Mrpl18;4.41792321935416E-06;5.98934642279468E-06;
Pnldc1;4.845231392128E-08;7.61430923441104E-08;
Mas1l;0;0;
Mas1;1.01389044131019E-06;0.0000147747883332029;
Igf2r;0.0000120934913746922;5.09120403809938E-06;
Slc22a1;0;0;
Slc22a2;1.20563789640291E-06;2.37947163575345E-08;
Slc22a3;0;2.13287184804809E-07;
Plg;0;4.93199575410715E-08;
Map3k4;0.0000242601766704145;0.0000148085335673099;
Agpat4;0.0000203128594362745;0.0000178693993533019;
Park2;1.11079506915275E-06;2.51488520338814E-06;
Pacrg;8.92398841403321E-06;1.59554388957431E-06;
LOC102554294;3.9174211255503E-08;2.10691397565805E-07;
LOC108348175;0.0000679538548244472;0.0000363522697574217;
Qk;0.0000719269445659921;0.0000386867477476991;
Pabpc6;1.88139304056034E-07;1.32817780395692E-07;
MGC94891;6.15962926977975E-07;4.30468050468124E-07;
Pde10a;2.55199368323678E-06;0.0000052391639107226;
T;0;0;
T2;1.61851346502999E-07;0;
Prr18;8.35029239919933E-08;4.4171646183714E-07;
Sft2d1;1.02574579471646E-06;7.39799363116073E-07;
Mpc1;3.61485188861635E-06;7.59830187977052E-06;
Ccr6;0;0;
Fgfr1op;2.02159548084319E-06;0.0000011053727326091;
Rnaset2;0.0000316991532077753;0.0000156997538527012;
Rps6ka2;0.0000018154154216037;4.70702752672682E-07;
Gpr31;0.0000024236465963602;1.15599058376967E-06;
Tcp10b;0;0;
Ttll2;2.9896108589726E-08;1.61371440024734E-07;
Unc93a;0;0;
LOC685303;0;0;
Afdn;0.0000134212909561945;0.0000195099368883523;
RGD1560718;0;0;
LOC103690980;1.19068984210805E-07;4.83681688867701E-07;
LOC103690981;0;0;
LOC103689976;0;0;
LOC102551311;0;0;
Frmd1;0;0;
LOC108349804;0;0;
LOC108349734;0;0;
Vom2r7;0;0;
LOC100911027;5.02048444248157E-07;3.40394233274693E-06;
Smok2a;0;0;
LOC501391;0;0;
RGD1561667;0;0;
LOC102555078;0;0;
LOC102555131;0;0;
LOC103691013;2.03602808498996E-07;6.86585724716496E-07;
RGD1561185;0;0;
LOC108349736;0;0;
Vom2r9;0;0;
Dact2;6.39518998746087E-06;3.68991156024385E-06;
Smoc2;9.8966428434955E-07;3.72062837590539E-08;
Thbs2;0.0000125790454142012;9.72987583419911E-07;
Wdr27;9.95334235978636E-07;7.18167802791041E-08;
LOC100125364;7.77917363510594E-06;9.86615466424681E-06;
Phf10;1.88293939100463E-06;1.13738744189014E-06;
Tcte3;0;0;
Ermard;6.88641397859895E-07;6.19527887708898E-07;
Dll1;2.39529683821477E-06;2.74677553007248E-06;
Fam120b;0.0000323475894940835;0.000047221263558337;
Psmb1;0.0000230947438855633;0.0000215692614312952;
Tbp;1.65665677598929E-06;1.68596381173294E-06;
Pdcd2;5.44830806540351E-07;4.97525887475721E-07;
Prdm9;0;9.60441278431393E-08;
Chd1;2.48704696457634E-06;0.0000022077170467727;
Rgmb;6.80445740505125E-06;0.0000197219261795376;
Riok2;2.95146754801329E-06;0.000005864316004116;
Lix1;3.40661002878446E-06;8.37227910820014E-06;
Lnpep;4.39782066357831E-06;4.53310978171357E-06;
LOC102552729;1.30408887468977E-07;1.51420922275219E-07;
LOC102552823;5.03594794692453E-07;2.33620851510338E-08;
LOC688452;0;2.2064191531532E-07;
Has1;0;4.15325958240602E-08;
Fpr1;0;0;
Fpr2;0;0;
Fpr-rs3;0;0;
Vom1r6;0;0;
Vom1r7;0;0;
LOC690283;4.05453086494456E-06;5.40010271954083E-06;
Vom1r8;0;0;
Vom1r9;0;0;
Vom1r10;0;0;
Vom1r11;0;0;
Vom1r12;0;0;
LOC108348087;0;0;
Vom1r15;0;0;
Ppp2r1a;0.0000723578608898027;0.000136629693956169;
Vom1r-ps112;0;0;
LOC100365363;0.0000038354645520026;4.85931371141504E-06;
LOC108348132;0;0;
Vom1r19;0;2.50926099770363E-08;
Vom1r20;0;0;
Vom1r17;0;0;
LOC102552527;1.72418074539023E-06;1.66563014502741E-06;
Zfp51;5.68026063204794E-07;6.19527887708898E-07;
Zfp53;1.43140506127015E-06;1.55271340013075E-06;
Zfp52;1.80304461804933E-06;6.4808154733794E-07;
LOC102550851;1.59480275821745E-06;0.000001383554598389;
LOC108348215;6.39158183642418E-08;0;
Znf761;9.10800411690445E-07;2.00611090454341E-06;
Vom1r22;0;0;
Vom1r23;0;0;
LOC102553001;1.50511443244827E-07;2.31457695477835E-07;
LOC682206;2.28962955785453E-06;0.0000028311386153401;
LOC102548728;0;0;
LOC100910106;6.65961591343551E-07;1.02014438492847E-06;
LOC102555644;2.04839888854433E-06;1.22088526474477E-06;
LOC102555377;1.90407284707668E-06;2.56593568575522E-06;
LOC682225;1.42779691023346E-07;0;
Zfp945;2.55354003368107E-06;2.36173375628692E-06;
Vom2r80;0;0;
Zfp40;1.52160883718743E-06;4.67890649830428E-06;
Vom2r15;0;0;
LOC682419;0;0;
LOC690686;0;0;
Vom2r16;0;0;
LOC100911044;0;0;
Vom1r110;0;0;
Vom1r28;0;0;
Vom1r29;0;0;
Vom1r109;0;0;
Zik1;1.17367998722079E-06;2.66327770721786E-06;
Vom1r30;0;0;
Vom2r26;0;0;
Lilrc2;0;0;
RGD1562625;0;3.28799716940476E-08;
Pirb;3.04115587378247E-08;2.21507177728321E-07;
Lilrb3l;5.23697350468303E-07;9.5178865430138E-08;
LOC683420;0.000108390403492644;0.0000594283856809587;
Lilrb1;5.56686159946622E-08;0;
Lilra3;0;0;
LOC690948;0;0;
Lilrb3a;5.01532994100058E-07;6.22556306154403E-07;
LOC103689992;4.69729719962367E-06;9.62993802549746E-06;
Tsen34;8.03586780885911E-06;3.25987614098222E-06;
Mboat7l1;5.17202678602259E-06;0.0000044837898241725;
Tmc4b;0;0;
Lilrb3b;7.02558551858561E-07;8.30219285274704E-07;
Rps9;4.65606118777577E-06;9.18000157073681E-06;
Tsen34l1;9.34511118502987E-06;3.45802123355951E-06;
Mboat7;5.08543116114201E-06;4.53354241292007E-06;
Tmc4;0;0;
Leng1;1.46851747193326E-06;6.72741526108475E-07;
Cnot3;9.24717565689111E-07;1.02706648423248E-06;
Prpf31;7.68536170815197E-07;9.47462342236374E-07;
Tfpt;1.94221615803599E-06;3.94040502880771E-06;
Ndufa3;0.0000024231311462121;2.81772704793858E-06;
Oscar;0;0;
LOC100359972;0;0;
Tarm1;0;0;
Vstm1;0;0;
Cacng6;2.72673128344225E-07;7.52778299311092E-08;
Cacng8;3.72361186986518E-06;0.0000191011003982092;
Cacng7;0.000020947378568584;0.0000304676200866001;
Prkcg;1.11646502078183E-06;0.0000184629693686207;
Myadm;0.0000604169427589476;0.0000422351889034172;
Olr1l;0;0;
LOC103689958;0;0;
Olr386;0;0;
Nlrp12;0;0;
LOC292543;5.72149664389583E-08;0;
Vom2r27;0;0;
LOC103691005;1.03966294871512E-06;1.25419786764531E-06;
LOC103691004;3.50506100707132E-08;5.71073192580828E-08;
Vom2r12;0;0;
Vom2r13;7.54619016816532E-07;0;
LOC108349535;0;0;
LOC108348195;0;0;
Vom2r19;0;0;
LOC682526;0;0;
Vom2r21;0;0;
Mzf1;9.46057201820398E-06;9.98253245879548E-06;
Ube2m;0.0000125976016195328;0.0000168548791740579;
Chmp2a;0.0000268034077011336;0.0000235814291727297;
Trim28;4.44575752735149E-06;1.95030147890482E-06;
Zbtb45;0.0000106847661199384;0.0000134171916072039;
Slc27a5;5.18542848987316E-07;1.34548305221695E-07;
Zfp446;4.22153671292855E-06;3.06432683564394E-06;
Zfp324;8.36781770423468E-06;6.28267038080211E-06;
LOC102552901;0;1.76946163458756E-07;
Rnf225;1.64428597243493E-07;6.2731524942591E-08;
Rps5;0.0000621040110936747;0.000067268528405163;
Zfp128;0.0000088074966805629;0.0000068256225449604;
Zfp110;7.60546693519667E-06;8.11486354033227E-06;
LOC108348438;0;2.98515532485433E-08;
Zfp329;5.78953606344487E-06;5.87469915307202E-06;
Zscan18;2.84476936735685E-06;0.0000103303679488219;
LOC108349536;0;0;
Vom2r36;0;0;
Vom2r33;0;0;
Vom2r35;0;0;
LOC108349537;0;0;
LOC691722;0;0;
Zfp606;4.36637820454429E-06;5.11932506652192E-06;
Vom1r54;0;0;
Vom1r53;0;0;
LOC108348135;0;0;
Vom1r57;0;0;
Vom1r52;0;0;
Vom1r51;0;0;
Zfp551;4.35555375143421E-07;4.64516126419723E-06;
Vom1r48;0;2.46599787705357E-08;
RGD1564617;0;0;
Vom1r49;0;0;
LOC108348146;0;0;
Vom1r47;0;0;
Vom1r46;0;0;
Vom1r45;0;0;
Vom1r44;0;0;
Vom1r43;0;2.18478759282816E-07;
LOC103691020;0;0;
Vom1r42;0;0;
LOC100362054;0;3.94127029122071E-07;
LOC103690016;4.75193491532213E-06;6.58940590621105E-06;
Vom2r78;0;0;
Vom2r32;0;0;
Vom1r40;0;0;
Vom1r41;0;0;
LOC108348133;0;0;
LOC102551504;0;0;
LOC108348164;0;0;
LOC100911184;0;0;
LOC100911224;1.34584033668576E-06;2.94621851626927E-06;
LOC108348118;8.20699725802788E-06;6.29954299785563E-06;
Vom1r27;0;0;
Vom1r63;0;0;
LOC102556157;3.40197097745157E-07;1.96847198957785E-07;
Vom2r3;0;0;
LOC103690077;0;0;
LOC102546678;5.06687495581045E-07;1.63491332936587E-06;
Nlrp4a;0;0;
Vom2r28;0;0;
Zfp418;2.50611862005599E-06;3.29967821198028E-06;
LOC691135;3.81639289652295E-06;5.20801446385455E-06;
LOC103691059;9.00491408728471E-07;1.87156259932171E-06;
Zfp978;1.39996260223613E-06;3.14046992798805E-06;
Mfsd14a;1.83294072663906E-06;3.33904765177184E-06;
LOC108349745;1.21646234951298E-07;6.44620497685935E-08;
Zfp773-ps1;5.90705869721137E-07;0.0000015194007972302;
Zfp772;3.00507436341556E-06;4.47340667521648E-06;
LOC102547412;0;0;
Aurkc;3.07723738414938E-07;4.03212284458584E-07;
LOC103691033;9.60799076056022E-07;8.12481405808178E-07;
Usp29;0.0000104388963992953;0.0000373507825820251;
Peg3;0.000169973294486591;0.000338711730512612;
Zim1;1.56593754992392E-06;4.01914390839083E-07;
Olr3;0;0;
Olr4;0;0;
Olr5;0;0;
Olr6;3.19579091821209E-08;0;
Olr7;0;0;
Olr8;0;0;
LOC100910456;0;0;
Smim17;2.92260233971976E-07;9.70824427387408E-07;
Zfp28;3.47671124892589E-06;3.14393097764006E-06;
Zfp78;6.52559887492984E-07;6.04818426687877E-07;
LOC102548162;0;0;
Zfp583;0.0000012901717206911;1.63101964850736E-06;
Zfp667;2.16489062201464E-06;6.45658812581536E-06;
LOC103691035;0;0;
Zscan5b;0;0;
Galp;0;0;
Zfp444;4.85244769420139E-06;4.42149093043641E-06;
Zfp787;5.70861039019337E-06;4.56166344134261E-06;
Nlrp5;0;0;
LOC108349543;0;0;
LOC100911147;0;0;
Nlrp4;0;0;
RGD1564651;0;0;
LOC691325;0;0;
Obox2;0;0;
Vom1r32;0;0;
Nlrp9;0;0;
Vom1r34;0;0;
Vom1r35;0;0;
Vom1r36;0;0;
LOC108349748;0;0;
Vom1r37;0;0;
Vom1r38;0;0;
Rasl2-9;0.0000482255158561166;0.0000535930559676782;
Rfpl4a;0;0;
Epn1;0.0000108667200222173;0.000017280155650048;
U2af2;0.0000230447452211977;0.0000226253142063633;
Ccdc106;1.25305931002799E-06;3.56012219829366E-06;
Zfp580;0.0000136151002118797;0.0000135573641181101;
Zfp865;3.69680846216405E-06;4.23632477405414E-06;
LOC100911196;0.0000269394865402317;0.000022797934057757;
Zfp524;6.34364497265099E-06;3.97674605015376E-06;
Fiz1;0.0000104852869126242;7.69650916364616E-06;
Zfp579;2.87981997742757E-06;2.51834625304015E-06;
Sbk3;0;0;
Sbk2;0;0;
Ssc5d;0.0000271698927564318;0.0000082044182000779;
Nat14;3.62773814231882E-06;3.20406671534364E-06;
Zfp628;0.0000174706673196581;0.0000148487682695145;
LOC684792;6.03076673275507E-08;6.31641561490916E-08;
LOC684270;2.15715886979316E-06;7.2422463968205E-07;
Isoc2b;2.85868652135552E-06;9.44001292584369E-07;
Shisa7;1.60304996058703E-07;2.12378659271158E-06;
Ube2s;0.0000122223539117169;9.58105069916289E-06;
Rpl28;2.15458161905266E-06;3.10196575060949E-06;
Tmem238;1.42779691023346E-07;1.46661979003712E-07;
Tmem190;7.78329723629073E-08;0;
Il11;0;0;
Fam71e2;0;0;
Cox6b2;0.0000008886360553222;2.94189220420426E-07;
Kmt5c;1.36903559335021E-06;1.22002000233176E-06;
Tmem150b;4.03082015813202E-07;3.64708107080029E-07;
Brsk1;3.65711880076044E-06;0.0000213096827073949;
Hspbp1;0.0000133465506847202;9.99118508292549E-06;
Ppp6r1;0.0000111960926668523;8.63272309451352E-06;
Tmem86b;1.39171539986655E-07;2.10691397565805E-07;
Ptprh;0;0;
Syt5;0.0000032308415282828;0.0000079283994903305;
Dnaaf3;0.0000118682396599731;1.50728712344818E-06;
Tnni3;5.9379857060973E-07;0;
Tnnt1;1.02471489442026E-06;6.8269204385799E-07;
Ppp1r12c;9.18532163911926E-07;0.000001040478051634;
Eps8l1;0;0;
Rdh13;3.82464009889253E-07;4.83681688867701E-07;
Gp6;0;0;
LOC684545;0;0;
Ncr1;0;0;
Fcar;0;0;
Kir3dl1;0;0;
Lilrb4;1.53861869207469E-06;5.7280371740683E-07;
Lilrb3;0;0;
Lilra5;1.40717890430951E-07;0;
Cdc42ep5;5.48748227665901E-06;3.16556253796509E-06;
Leng9;0.0000105569344832099;0.0000070380444673522;
Leng8;2.48756241472444E-06;1.88367627310373E-06;
Ttyh1;0.0000236174103357354;0.0000188285427381138;
Lair1;0;1.15079900929166E-07;
Nlrp4b;0;0;
LOC100912013;0;0;
Vom2r29;0;0;
LOC108349842;0;0;
LOC691592;1.11337231989324E-07;1.73485113806751E-07;
Vom2r30;0;0;
Vom2r31;0;0;
Vom1r58;0;0;
Vom1r59;0;0;
Vom1r60;0;0;
LOC103691064;0;0;
LOC100911727;5.38645404763166E-07;4.52964873206157E-07;
Vom1r61;0;0;
Vom1r62;0;0;
RGD1310257;1.99840022417875E-06;2.20425599712069E-06;
Lig1;5.77304165870571E-07;2.4184084443385E-07;
Pla2g4c;0;0;
LOC108348107;0;0;
LOC691813;0;0;
Cabp5;0;0;
Bsph1;0;0;
Bsph2;0;0;
LOC103691066;0;0;
LOC100360574;0;0;
Sult2a2;0;0;
Sult2a6;0;0;
Sult2a1;0;0;
LOC100912485;0;0;
LOC102551565;0;0;
Crxos1;0;0;
Sepw1;2.97002375334484E-06;6.73390472918226E-06;
LOC103690015;0.00001816961772048;0.0000164871426485324;
Obox1;0;0;
LOC102554917;0;0;
Crx;0;0;
LOC102553890;0;0;
LOC100364457;0.0000348805115218406;0.0000429083630607322;
