gene;004 Control R_2016_10_19;008 Control R_2016_10_20;
Vwde;0;0;
Tas2r7l;0;0;
Tmem168;0.0000084415270754128;7.57537242582598E-06;
Bmt2;4.70038990051226E-06;2.96049534608379E-06;
LOC500035;0;0;
Gpr85;2.57518893990122E-06;0.0000208225399688752;
Ppp1r3a;0;0;
Foxp2;1.47418742356235E-07;0;
Rbmxl1;0.0000084430734258571;9.13500792526075E-06;
Mdfic;2.14788076712738E-06;4.27180053298719E-06;
Cftr;0;0;
Cttnbp2;7.00909111384645E-06;0.0000151044533125564;
Tfec;7.52557216224137E-07;4.94497469030217E-07;
Tes;0.0000065833292915169;2.23929912484724E-06;
Cav2;0.0000156397883936114;2.97347428227881E-06;
Cav1;0.0000333362228781368;5.66617091153871E-06;
Met;9.76468760558223E-06;0.0000113323418230774;
Capza2;9.11212771808924E-06;0.0000113037881634483;
ST7;7.8348422511006E-07;1.49041450639466E-06;
Wnt2;0;5.3776058968028E-07;
Asz1;0;0;
Lsm8;4.73183235954628E-07;1.56569233632577E-06;
Ankrd7;0;0;
LOC685171;0;0;
LOC108348174;0;0;
LOC102556178;6.79363295194118E-07;0.0000012455452435153;
Kcnd2;4.58132091630146E-06;0.0000171923315151284;
Tspan12;7.73639127281375E-06;9.70348533060257E-06;
Ing3;1.58707100599597E-06;1.11575588156511E-06;
Cped1;6.13385676237481E-07;0;
Wnt16;1.08244531100732E-08;1.63101964850736E-07;
Fam3c;6.49724911678441E-06;6.21950622465302E-06;
Ptprz1;0.00055714748782917;0.000632717515301483;
Aass;0;3.50431277265508E-08;
Fezf1;0;0;
LOC108350674;0;0;
Cadps2;9.27810266577703E-08;7.6575723550611E-07;
Rnf133;0;0;
Rnf148;0;0;
Tas2r118;0;0;
Slc13a1;0;0;
Iqub;3.77773413541554E-06;4.09701752556094E-07;
Lmod2;0;0;
Ndufa5;1.26182196254567E-06;0.0000019351593866773;
Asb15;1.70098548872578E-08;1.66995645709242E-07;
LOC100909784;0;0;
Wasl;0.0000062606574988071;5.73020033010081E-06;
Gpr37;0.0000108950697803627;7.95954893719854E-06;
Pot1;2.93445769312603E-06;2.08571504653952E-06;
Hyal6;0;0;
Hyal4;0;0;
Spam1;0;0;
Hyal5;0;0;
Tmem229a;4.75296581561833E-06;0.0000120029201931534;
Grm8;0;2.04634560674796E-07;
Zfp800;6.36477842872304E-06;6.06116320307379E-06;
Gcc1;0.0000105914696431325;8.24681605831496E-06;
Arf5;0.0000167382126592098;0.0000268040990299528;
Fscn3;2.04118258647094E-07;0;
Pax4;0;0;
Snd1;0.0000120223592542546;8.91436600994543E-06;
Lipogenin;1.11852682137423E-07;6.05683689100878E-08;
Lrrc4;0.0000716068500240228;0.000100572046050374;
Lep;0;0;
Rbm28;8.08225832218799E-07;3.5865127018902E-07;
Prrt4;1.06131185493527E-06;3.45715597114651E-06;
Impdh1;1.58758645614407E-06;0.0000036544358013108;
Hilpda;7.64928019778506E-07;1.44542086091859E-06;
Fam71f2;4.38132625883915E-08;0;
Fam71f1;0;0;
Calu;7.01115291443884E-06;6.38996292001426E-06;
Opn1sw;0;0;
Ccdc136;3.62361454113403E-06;2.65073140222934E-06;
Flnc;0.000116754613045842;0.0000175553090973824;
Atp6v1f;0.0000281708969440395;0.0000422922962226753;
LOC103692087;0.0000001211307848032;5.89676334460355E-07;
Kcp;3.49475200410935E-07;1.44066191764709E-07;
Irf5;3.83134095081781E-06;0.0000026243408986328;
Tnpo3;2.89528348187053E-06;4.19911849029509E-06;
Tspan33;5.25913786105128E-06;5.20758183264805E-06;
Smo;9.82602617320598E-06;4.24324687335815E-06;
Ahcyl2;7.96370478812528E-07;1.66822593226641E-06;
Strip2;5.95860371202125E-07;2.44350105431554E-06;
Smkr1;4.2009187070046E-07;6.31641561490916E-08;
Nrf1;1.01389044131019E-06;6.80096256618986E-07;
Ube2h;3.43908338811468E-06;4.29992156140973E-06;
N5;2.2989076605203E-07;1.92953518099279E-07;
Zc3hc1;3.40403277804397E-06;3.67823051766833E-06;
Klhdc10;6.16633012170503E-06;5.55455206026155E-06;
Tmem209;1.67108938013606E-06;1.32687991033742E-06;
Ssmem1;0.0000020978821027618;8.45794008708726E-07;
Cpa2;4.28339073070039E-07;5.93570015318861E-07;
Cpa4;0;0;
Cpa5;0;0;
Cpa1;0;0;
Cep41;1.16285553411072E-06;2.01173511022791E-07;
Mest;3.58083217884183E-06;5.23829864830959E-06;
Copg2;2.64219745915406E-06;3.45499281511401E-06;
Tsga13;0;0;
Klf14;7.06166702895252E-08;6.01357377035872E-07;
LOC103692111;1.93293805537021E-07;7.87388795831142E-08;
Mkln1;6.84672431719535E-06;9.20768996795285E-06;
Podxl;5.97200541587181E-06;2.16358866370963E-06;
Plxna4;4.26792722625743E-06;0.0000186191492341675;
Chchd3;5.35088798741285E-06;3.82186407822654E-06;
Exoc4;3.37465211960234E-06;3.88286507834313E-06;
Lrguk;8.6440989836156E-07;3.85041773785558E-07;
Slc35b4;8.59461576939812E-06;5.80893920968392E-06;
Akr1b1;1.98293671973579E-06;0.0000020030824860979;
Akr1b8;2.09272760128082E-07;2.01173511022791E-07;
Akr1b10;0;2.76883972160401E-08;
Akr1b7;2.26798065163438E-08;0;
Bpgm;0.0000254905561739262;0.0000212344048774638;
LOC100910708;0;0;
Cald1;0.000013444486212859;4.14979853275401E-06;
Agbl3;1.48552732682052E-06;2.11124028772306E-07;
Tmem140;7.04001812273237E-06;3.37495604191139E-06;
LOC500077;7.5925806814942E-07;6.28613143045411E-07;
Wdr91;3.74989982741821E-06;4.16883430584004E-06;
Stra8;0;0;
RGD1565367;0;0;
Cnot4;7.60907508623336E-06;8.36622227130913E-06;
Nup205;1.38965359927416E-06;0.0000017923910885321;
LOC689574;4.06483986790653E-06;6.90912036781502E-06;
Slc13a4;1.74789145220277E-06;7.53643561724093E-07;
Fam180a;3.49475200410935E-07;9.56114966366386E-08;
Mtpn;5.34882618682046E-06;8.56609788871242E-06;
Chrm2;2.19581763090056E-07;1.8646405000177E-07;
Ptn;0.0000428998849259606;0.0000481656974821278;
Dgki;4.5617338106737E-07;2.8294080905141E-07;
Creb3l2;2.10303660424279E-06;1.39999458423603E-06;
Akr1d1;0;0;
Trim24;0;0;
Svopl;0;0;
Atp6v0a4;0;5.66746880515822E-08;
Tmem213;0;0;
RGD1306271;0.0000346367036017899;0.0000194013464555206;
Zc3hav1l;5.51531658465634E-08;1.16377794548668E-07;
Zc3hav1;0.0000217519962497661;0.0000101144849767781;
Ttc26;1.20563789640291E-06;1.22521157680977E-06;
Ubn2;0.0000114486632394207;0.0000165334341876279;
Fmc1;3.00198166252696E-06;4.60708971802518E-06;
Luc7l2;7.02146191740082E-06;8.01189731318512E-06;
Klrg2;3.55660602188119E-08;0;
Clec2l;3.88133961518339E-07;4.73298539911686E-07;
Hipk2;0.0000323336723400848;0.0000214797067715496;
Tbxas1;3.32207620449627E-06;2.84930912601313E-06;
Parp12;3.03960952333817E-06;2.10475081962555E-06;
Kdm7a;4.09782867738485E-07;3.30097610559978E-07;
Chmp4bl1;0.0000922222786972313;0.00008175475172363;
Slc37a3;6.52559887492984E-07;1.41513667646355E-06;
Rab19;7.73175222148086E-09;0;
Mkrn1;8.00081719878839E-06;0.0000128197279110265;
Dennd2a;0.0000196458669446347;0.0000128781331239041;
Adck2;8.85904169537277E-06;6.45269444495686E-06;
Ndufb2;0.0000087672915690112;0.0000131770812875961;
Braf;5.20398469520471E-06;4.07495333402941E-06;
Mrps33;6.23643134184646E-06;9.15534159196628E-06;
Tmem178b;0.0000052926421206777;0.0000102516290692388;
Prss37;0;0;
LOC679818;1.30924337617075E-07;6.92209930401004E-08;
Agk;1.22677135247496E-07;7.91715107896148E-08;
RGD1563986;2.71642228048027E-07;2.83806071464411E-07;
Wee2;0;0;
Ssbp1;2.40199769014005E-07;9.8639915082143E-08;
Tas2r137;8.9688325769178E-08;2.81210284225407E-08;
Tas2r108;2.97414735452963E-07;0;
Olr799;0;0;
Clec5a;2.62879575530349E-08;2.98515532485433E-08;
Tas2r138;0;0;
LOC103690059;0;5.88378440840853E-08;
Mgam;0;6.40294185620928E-08;
Moxd2;0;0;
LOC102550783;0;0;
Prss58;0;0;
Tryx5;0;0;
LOC312273;0;0;
LOC286960;0;0;
LOC100910843;0;0;
Prss3;0;0;
LOC102550134;0;0;
LOC108348186;0;0;
LOC100911086;0;0;
LOC108350806;0;0;
LOC102547329;0;0;
LOC102551068;0;0;
LOC100911271;0;0;
LOC100911317;0;0;
LOC102551370;0;0;
LOC103692104;0;0;
LOC102551470;0;0;
LOC102551554;0;0;
LOC102551645;0;0;
LOC102551734;0;0;
Chl1;0.0000167892422238716;0.0000277108940387781;
LOC100365995;0;0;
LOC102554450;0;0;
LOC108348060;0;0;
Try4;0;0;
Try5;0;0;
Try10;0;0;
Prss2;0;0;
LOC102554637;0;0;
LOC683849;0;0;
Prss1;0;0;
LOC102554731;0;0;
Ephb6;0.0000094110888039865;0.0000189968362774425;
Trpv6;4.05143816405597E-07;8.69588725066261E-07;
Trpv5;0;0;
LOC680112;0;0;
Kel;0;0;
RGD1562066;0;0;
Tcaf2;3.12362789747826E-07;3.99318603600079E-07;
LOC100912416;3.3916619744896E-07;2.4184084443385E-07;
Pip;0;0;
Sval2;0;0;
Sval1;0;0;
Tas2r139;0;0;
Tas2r144;0;0;
Gstk1;9.05697455224268E-06;3.95424922741573E-06;
Tmem139;0.0000001211307848032;0;
Casp2;4.02566565665103E-07;2.78614496986404E-07;
Clcn1;0;8.0036773202616E-08;
Fam131b;3.53547256580914E-06;0.0000140466700126623;
Zyx;0.0000160310150560184;8.17975822130736E-06;
Epha1;0;2.9678500765943E-07;
LOC103690198;0;0;
Tas2r135;0;0;
Tas2r126;0;0;
Olr801;0;0;
Olr802;0;0;
Olr803;0;0;
Olr804;0;0;
Fam115e;0;0;
Fam115c;2.52055122420276E-07;3.92829135502569E-07;
Tcaf1;0.0000191819618113459;0.0000382039313212444;
Olr806;0;0;
Olr807;0;0;
Olr808;0;0;
LOC103690255;0;0;
LOC103690291;0;0;
LOC103692138;0;0;
Olr809;0;0;
Olr810;0;0;
Olr811;0;0;
Olr812;0;0;
Olr813;0;0;
Olr816;0;0;
Olr437;0;0;
Olr818;0;0;
Olr819;0;0;
Olr820;0;0;
Olr821;0;0;
Arhgef5;5.0101754395196E-07;6.49812072163942E-07;
Nobox;0;0;
Tpk1;8.41730091845216E-07;3.56055482950016E-07;
Cntnap2;2.06180059239489E-08;1.54579130082674E-06;
Cul1;2.82982131306199E-06;5.95906223833964E-06;
Ezh2;1.27161551535955E-06;6.10442632372385E-07;
Pdia4;0.0000169778969780757;0.000010343346885017;
Zfp786;2.31437116496327E-06;3.62112319841025E-06;
Zfp398;9.42191325709658E-06;7.57537242582598E-06;
Zfp282;7.10496484139281E-06;6.71140790644423E-06;
Zfp212;7.89566536857625E-06;0.0000103913689489385;
LOC100912199;0;3.54757589330514E-08;
Zfp956;7.01166836458694E-06;0.0000124472324422295;
Zfp777;0.0000221262130572858;0.0000253617065874797;
Zfp746;0.0000137594262533473;0.0000111566935532381;
Krba1;4.57358916407998E-06;3.78811884411949E-06;
Zfp467;9.67603018010925E-06;9.13846897491275E-06;
Sspo;0;0;
Zfp862;4.39060436150493E-06;4.06024387300839E-06;
Atp6v0e2;8.66626333998385E-06;0.0000112129356100832;
Lrrc61;3.45248509196525E-06;0.0000048260011085145;
Rarres2;4.33699754610266E-06;3.32260766592482E-07;
Repin1;0.0000561196348742485;0.0000294998240776582;
Zfp775;0.0000147588840905107;8.54619685321339E-06;
Gimap8;0;0;
Gimap9;0;0;
Gimap4;0;3.50431277265508E-08;
Gimap6;0;0;
Gimap7;0;0;
Gimap1;0;0;
Gimap5;0;0;
Tmem176b;0.0000543423627636041;0.0000423455098610749;
Tmem176a;0.0000285765562105932;0.0000150347996883098;
Aoc1;0;0;
LOC108350705;0;0;
Doxl1;0;0;
Doxl2;2.25251714719142E-07;0;
Svs1;0;0;
Gpnmb;0.000148239854442156;0.000163233917368719;
Malsu1;6.24210129347555E-07;5.43384795364788E-07;
Igf2bp3;1.37470554497929E-06;5.34732171234775E-07;
Tra2a;1.13502122611339E-06;2.85017438842613E-06;
Gemin7l1;1.64634777302732E-06;1.00327176787495E-06;
Ccdc126;6.36065482753825E-07;5.05745880399233E-07;
LOC100910678;0.0000126491466343426;0.0000181073465168772;
Fam221a;1.48965092800531E-07;5.67179511722322E-07;
RGD1563352;0;1.05562014386153E-07;
Stk31;0;0;
RGD1564712;0;0;
Npy;2.90404613438821E-06;0.0000117182488592759;
LOC100912228;3.76072428052829E-06;0.0000101555849413957;
Mpp6;1.60098815999463E-06;3.56401587915216E-06;
Dfna5;7.78329723629073E-07;1.21612632147326E-06;
Osbpl3;1.62882246799196E-06;4.55993291651661E-07;
Cycs;1.72933524687121E-06;0.0000023478895576789;
LOC500124;3.24733593302196E-08;8.21999292351192E-08;
Npvf;1.5721229517011E-07;0;
Nfe2l3;9.81932532128069E-07;7.37203575877069E-07;
Hnrnpa2b1;4.51585874749292E-06;5.20931235747405E-06;
Cbx3;5.76273265574373E-07;7.90849845483147E-07;
Snx10;7.52763396283376E-06;0.0000163487006624522;
Skap2;2.33035011955433E-06;8.36276122165713E-07;
Hoxa1;0;0;
Hoxa2;0;0;
Hoxa3;0;0;
Hoxa4;0;0;
LOC103689922;0;0;
Hoxa6;0;0;
Hoxa7;0;0;
LOC103689925;0;0;
LOC100912608;0;0;
LOC100909443;0;0;
LOC100910298;0;0;
LOC103692127;0;0;
LOC100909604;0;0;
NEWGENE_1587253;0;0;
LOC103692128;0;0;
Hoxa10;0;0;
NEWGENE_1564605;0;0;
LOC103692142;0;0;
Evx1;0;0;
Hibadh;4.35246105054562E-06;3.88243244713663E-06;
LOC685406;0;0;
LOC685391;0;0;
Tax1bp1;0.0000132290280509537;0.0000110411810211025;
Jazf1;2.45148090435753E-06;3.70202523402587E-06;
Creb5;2.48962421531683E-07;4.18787007892607E-07;
Tril;0.000275822528749108;0.000156780790292555;
Cpvl;1.06698180656435E-07;0;
Chn2;1.64119327154633E-06;0.0000011776221440947;
Prr15;0;1.33250411602193E-07;
Wipf3;3.31434445227479E-07;0.000001038747526808;
Scrn1;0.0000090889324614248;0.0000126678743575448;
Fkbp14;1.36336564172112E-06;1.71062379050348E-06;
Plekha8;5.70603313945287E-07;8.34978228546211E-08;
Mturn;2.01334827847361E-06;0.0000101356839058967;
Znrf2;3.23702693005998E-07;5.89243703253854E-07;
Nod1;0.0000269930933556339;0.0000164624826697618;
Ggct;3.54629701891922E-07;2.90295539561921E-07;
Gars;5.74159919967168E-06;0.0000111601546028901;
Crhr2;0;0;
Inmt;0;5.77995291884838E-07;
Fam188b;2.85404747002263E-06;2.42013896916451E-06;
LOC108350810;0;0;
Aqp1;2.10819110572378E-07;1.13782007309665E-07;
Ghrhr;0;0;
Adcyap1r1;7.27403248996919E-06;7.01251922616867E-06;
Neurod6;7.78845173777172E-07;0.0000486294781354965;
Ccdc129;0;7.6575723550611E-08;
Ppp1r17;0;0;
Pde1c;0;0;
Lsm5;1.01543679175448E-07;1.64832489676739E-07;
Avl9;7.08795498650555E-06;0.0000100482924021835;
Kbtbd2;0.0000160531794123866;0.0000194017790867271;
Fkbp9;5.09419381365969E-06;1.45580400987461E-06;
Nt5c3a;2.13705631401731E-06;0.0000029682827078008;
Vom1r65;0;0;
Vom1r67;0;0;
Vom1r68;0;0;
Vom1r69;0;0;
Vom1r66;0;0;
Vom1r71;0;0;
Vom1r72;0;0;
Vom1r73;0;0;
LOC108348088;0;0;
Vom1r76;0;0;
Vom1r77;0;0;
Vom1r78;0;0;
Vom1r79;0;0;
Vom1r80;0;0;
Vom1r81;0;0;
Vom1r82;0;0;
Vom1r83;0;0;
Vom1r84;0;0;
Vom1r85;0;0;
Vom1r86;0;0;
Vom1r87;0;0;
Vom1r88;0;0;
Vopp1;1.02213764367977E-06;9.96782299777446E-07;
Lancl2;4.39111981165303E-06;0.0000149465429221836;
Pigy;9.44304671316862E-07;4.15758589447103E-07;
Herc6;1.60820446206801E-07;2.11989291185307E-08;
Ppm1k;6.21375153533012E-06;5.94132435887311E-06;
Abcg2;2.3401436723682E-07;1.88194574827773E-07;
Herc3;2.69580427455632E-06;4.66549493090276E-06;
Nap1l5;3.89834947007065E-06;0.0000140302300268153;
Fam13a;5.19573749283514E-07;8.90787654184792E-07;
Tigd2;3.79216673956231E-06;5.90757912476606E-06;
Gprin3;0.0000003231872428579;5.11975769772842E-06;
LOC108350811;0;0;
Snca;0;2.4833031253136E-07;
Mmrn1;4.37101725587718E-07;3.85041773785558E-08;
LOC108350812;2.88652082935285E-08;1.60073546405232E-07;
Ccser1;1.18398899018276E-06;4.86320739227355E-06;
LOC108350839;1.30666612543026E-06;6.51109965783444E-07;
LOC682538;0;0;
LOC682553;0;0;
LOC500161;0;0;
LOC102553354;0;0;
LOC102553454;0;0;
LOC102552449;0;0;
LOC102552552;0;0;
LOC690006;0;0;
LOC102553556;0;0;
Grid2;4.14937369219473E-07;1.66130383296241E-07;
Atoh1;0;0;
Smarcad1;1.95510241173846E-06;2.79349970037455E-06;
Hpgds;5.50964663302726E-06;4.12340802915748E-06;
RGD1560028;0;0;
Tnip3;0;0;
Ndnf;1.67418208102465E-06;5.81672657140093E-06;
Prdm5;6.49982636752491E-07;5.50739525875298E-07;
RSA-14-44;0;0;
Mad2l1;1.22522500203066E-06;6.91777299194503E-07;
Vom1r89;0;0;
Gng12;4.91945621345422E-06;3.55146957416365E-06;
Gadd45a;0.0000120733888189164;7.54768402860994E-06;
Serbp1;0.0000143434312711431;0.0000129841277694968;
Il12rb2;3.9174211255503E-07;1.05864856230703E-06;
Il23r;0;0;
Tacstd2;0;0;
LOC103690079;0;0;
LOC103690360;0;0;
RGD1564861;0;4.15758589447103E-07;
Rpia;2.19066312941957E-07;2.31457695477835E-07;
Eif2ak3;4.35606920158231E-06;6.22166938068552E-06;
Tex37;0;0;
Foxi3;0;0;
Thnsl2;2.92002508897927E-06;0.0000016574101521039;
Fabp1;0;0;
Smyd1;0;0;
Krcc1;0.0000133047992227242;6.37698398381925E-06;
LOC102552663;4.38132625883915E-08;0;
Cd8b;0;0;
Cd8a;2.57725074049362E-08;0;
Rmnd5a;0.0000013716128440907;2.43398316777253E-06;
Rnf103;0.0000155062868052539;0.0000254032391833038;
Chmp3;5.54675904369037E-06;4.12557118518998E-06;
Kdm3a;8.37091040512328E-06;7.55979770239196E-06;
Reep1;2.04015168617475E-06;5.34818697476075E-06;
Mrpl35;3.24630503272576E-06;2.59059566452575E-06;
Immt;0.0000144965199651285;0.0000116498931286489;
Ptcd3;6.55652588381577E-07;5.55065837940305E-07;
Polr1a;1.93345350551831E-06;1.43027876869107E-06;
St3gal5;0.000013919731249406;0.0000208813778129592;
Atoh8;4.53132225193588E-06;5.3127112158277E-07;
Sftpb;0;0;
Usp39;7.40701862817866E-07;8.46659271121728E-07;
LOC691113;6.70085192528341E-07;4.45610142695646E-07;
Tmem150a;0.0000114672194447523;6.30040826026863E-06;
Rnf181;7.87040831131942E-06;5.09250193171888E-06;
Vamp5;4.38596531017204E-06;1.62020386834485E-06;
Vamp8;0.0000155933978802826;4.70399910828132E-06;
Ggcx;4.33545119565836E-06;0.0000012451126123088;
Mat2a;0.0000115801030271859;0.0000144416623041974;
Sh2d6;0;1.29789361950188E-07;
Capg;7.03744087199188E-06;1.60160072646532E-06;
Elmod3;1.32212962987322E-06;1.84171104607317E-06;
LOC102549229;2.57725074049362E-09;0;
Retsat;0.000017318609525969;6.39212607604677E-06;
Tgoln2;0.0000231880403623692;0.0000194714327109737;
Tcf7l1;3.54681246906732E-06;1.89968362774425E-06;
Kcmf1;0.0000124857489373953;0.0000185183461630528;
Tmsb10;0.0000025834361422708;2.28775381997531E-06;
Dnah6;5.44263811377442E-06;6.84422568683992E-07;
Suclg1;0.0000133408807330911;0.0000146843684110443;
RGD1562515;0;0;
LOC103690611;0;0;
LOC102550611;0;0;
LOC361962;0;0;
LOC102551004;0;0;
LOC103692157;0;0;
LOC682673;0;0;
LOC500159;0;0;
LOC682707;0;0;
LOC103692158;0;0;
LOC103690612;0;0;
LOC682773;0;0;
LOC103692161;0;0;
LOC108349283;0;0;
LOC102551407;0;0;
LOC102551499;0;0;
LOC108350815;0;0;
LOC102551588;0;0;
LOC102551681;0;0;
LOC362382;0;0;
LOC102551948;0;0;
LOC102552048;0;0;
LOC502795;0;0;
LOC108350865;0;0;
LOC102552553;0;0;
LOC102552245;0;0;
LOC689979;0;0;
RGD1565490;0;0;
LOC690215;0;0;
LOC102552846;0;0;
LOC108350718;0;0;
LOC102553070;0;0;
LOC102553161;0;0;
LOC690141;0;0;
LOC102553355;0;0;
LOC682830;0;0;
LOC103690709;0;0;
LOC102553635;0;0;
LOC102553748;0;0;
LOC690149;0;0;
LOC100910130;9.44304671316862E-07;4.75461695944189E-07;
LOC500375;0;0;
Ctnna2;4.67719464384782E-06;4.03471863182485E-06;
LRRTM1;9.88375658979303E-06;0.0000470174942600752;
Reg3b;0;0;
Reg3a;0;0;
Reg1a;0;0;
Reg3g;0;0;
Lrrtm4;4.69214269814268E-06;5.85869179843149E-06;
Gcfc2;6.54621688085379E-08;0;
Mrpl19;2.81281145817473E-06;0.0000029003596083802;
Eva1a;6.45859035567701E-07;5.46413213810292E-07;
Tacr1;4.07205616997992E-07;5.63718462070317E-07;
Pole4;2.02932723306467E-06;1.44239244247309E-06;
Hk2;4.88285925293921E-06;0.0000019355920178838;
Sema4f;0.0000018154154216037;3.57742744655368E-06;
M1ap;0;0;
Dok1;4.70605985214135E-06;3.63972634028977E-06;
Loxl3;7.93277777923936E-06;2.31414432357185E-06;
Htra2;6.38848913553558E-06;5.20368815178954E-06;
Aup1;6.11684690748756E-06;5.32698804564222E-06;
Dqx1;9.31933867762493E-07;7.96041419961154E-08;
NEWGENE_1595506;0;0;
Pcgf1;6.65961591343551E-07;0.0000007588351362021;
Lbx2;0;0;
Ccdc142;1.32367598031752E-06;1.02533595940648E-06;
Mrpl53;1.16182463381452E-06;0.0000015899196838898;
Gcs1;0.0000109512538465054;0.0000108287590987107;
Wbp1;7.82504869828673E-06;3.74399046105643E-06;
Ino80b;6.98434950673771E-07;8.81269767641778E-07;
LOC103692165;1.88448574144893E-06;9.88129675647433E-07;
LOC103692166;1.63243061902865E-06;2.24492333053175E-06;
LOC103692182;0;0;
Tlx2;0;0;
LOC103692167;6.23694679199456E-07;4.40418568217638E-07;
LOC103692168;0;0;
LOC103692170;1.18759714121946E-06;1.04264120766651E-06;
LOC103692169;0.0000014504767167498;1.20574317251724E-06;
LOC103692171;0.0000103821968830045;0.0000100231997922065;
LOC103692173;7.39413237447619E-06;3.53373169469712E-06;
NEWGENE_1562258;8.83481553841213E-07;7.20763590030045E-07;
Rtkn;1.54995859533286E-06;8.55744526458241E-07;
Wdr54;1.65923402672979E-06;2.29510855048582E-06;
LOC500227;0.0000103888977349297;3.26809613390574E-06;
Dctn1;0.0000076348475936383;0.0000093084930390675;
Slc4a5;8.09256732514997E-07;1.1767568816817E-07;
Mthfd2;1.03553934753033E-06;1.21915473991876E-06;
Mob1a;2.80404880565705E-07;5.10937454877241E-07;
Bola3;1.44171406423213E-06;2.52310519631166E-06;
Tet3;0.0000409556069673322;0.0000484568582841027;
Dguok;2.15870522023745E-06;0.0000020017845924784;
Actg2;0;0;
Stambp;0.0000038777314641467;6.19181782743698E-06;
Clec4f;0;0;
Cd207;0;0;
LOC108350818;0;0;
Vax2;1.32470688061372E-07;0;
Atp6v1b1;0;0;
Tex261;7.89875806946485E-06;6.03390743706425E-06;
Nagk;2.95559114919808E-06;1.25463049885181E-06;
Paip2b;2.72260768225746E-06;2.73898816835547E-06;
Zfp638;0.0000134939694270765;0.0000201865720953192;
Dysf;3.46897949670441E-07;2.31025064271335E-07;
Cyp26b1;5.38542314733547E-06;1.53151447101222E-07;
Exoc6b;0.0000033112517513862;4.02606600769484E-06;
Spr;5.57717060242819E-07;8.12048774601677E-07;
RGD1560795;1.75356140383185E-06;0.0000015877565278573;
Emx1;1.30563522513406E-06;1.33726305929343E-06;
Sfxn5;0.0000115038164052673;0.000011409782809041;
Rab11fip5;0.0000228246480079596;0.0000265453855684655;
Noto;0;0;
Smyd5;5.19573749283514E-07;5.95300540144863E-07;
Pradc1;1.15976283322212E-06;1.09974852692459E-06;
Cct7;0.0000225493976288748;0.0000282586051462079;
Fbxo41;4.16483719663769E-06;5.26685230793864E-06;
Egr4;1.36078839098063E-07;2.54387149422369E-06;
Alms1;0.0000191556738537928;0.0000101084281398871;
Nat8f3;4.53080680178778E-07;9.61306540844394E-07;
Nat8f5;3.74216807519673E-07;4.12730171001598E-07;
Nat8;0;1.64399858470238E-08;
LOC100910829;1.92262905240824E-07;3.37452341070489E-08;
LOC102556148;1.79376651538356E-07;7.63594079473607E-07;
Nat8f1;3.36588946708466E-07;5.77562660678337E-07;
Tprkb;3.04631037526346E-07;3.16686043158459E-07;
Nat8b;9.81932532128069E-07;6.62791008358961E-07;
Dusp11;8.01009530145417E-07;6.13471050817889E-07;
Figla;0;0;
Add2;2.75765829232817E-06;0.0000180532676160646;
Cml2;3.34527146116072E-07;1.384419860802E-08;
Nat8f4;9.79355281387576E-08;3.46970227613503E-07;
LOC103690120;4.46379828253495E-07;4.72865908705185E-07;
LOC103690067;3.49990650559033E-07;2.06365085500799E-07;
LOC103690139;1.12007317181852E-06;6.31641561490916E-07;
LOC103690006;5.59778860835214E-07;7.84360377385637E-07;
Tgfa;2.73188578492323E-07;3.7292810000354E-07;
Fam136a;1.71026359139156E-06;1.68033960604843E-06;
Snrpg;1.41954970786388E-06;9.41405505345365E-07;
Pcyox1;0.0000494167211483727;0.0000495475215556908;
Tia1;8.41730091845216E-07;2.33793903992939E-06;
RGD1306746;4.87409660042153E-06;5.18854605956202E-06;
Pcbp1;0.000183912097391476;0.000167064001439869;
Asprv1;1.47934192504333E-07;8.4795716474123E-08;
Mxd1;1.27780091713673E-06;1.92823728737329E-06;
Snrnp27;3.58444032987852E-06;1.37317144943299E-06;
Gmcl1;5.72665114537682E-07;5.29107965550267E-07;
Anxa4;0.0000046426594839252;1.12094745604312E-06;
Aak1;0.000019976270489566;9.76751474916467E-06;
LOC100360057;0.0000149181581862732;0.0000164482058399473;
Nfu1;2.09427395172511E-06;0.0000022085823091857;
Gfpt1;4.36534730424809E-06;3.80066514910801E-06;
Antxr1;1.11749592107803E-06;1.16204742066068E-06;
Gkn2;1.90716554796527E-08;0;
Gkn1;0;0;
Gkn3;0;0;
Bmp10;4.27308172773842E-07;0;
Arhgap25;4.00917125191187E-06;9.67363377735403E-07;
Prokr1;0;4.7589432715069E-08;
Vom1r101;0;0;
Vom1r102;0;0;
Aplf;2.58859064375179E-06;1.26414838539483E-06;
LOC100362908;1.40460165356902E-06;6.0005948341637E-07;
Efcc1;5.85035918092051E-07;3.46104965200502E-08;
Gp9;2.83497581454298E-07;0;
Rab43;0.0000036751595559439;2.43398316777253E-06;
Isy1;1.23141040380785E-06;6.95670980053009E-07;
Cnbp;0.0000318372938474657;0.0000460215772227107;
Copg1;0.0000139238548505908;0.0000127911742513975;
Hmces;2.08911945024412E-06;4.61098339888368E-06;
H1fx;0.0000123352374941505;8.93556493906396E-06;
Rab7a;0.0000474384234799698;0.0000397618362958531;
Rpn1;0.000033436220206868;0.00003898829169863;
Gata2;0;0;
Dnajb8;0;0;
Eefsec;6.08798169919403E-06;8.46572744880428E-06;
Ruvbl1;2.09272760128082E-06;2.09090662101753E-06;
Sec61a1;0.0000188819698251524;0.0000150464807308853;
Kbtbd12;0;0;
Mgll;0.000014055294638356;0.0000143828244601133;
